time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1657	-6.92419	4.72148	2.3803	-0.512625	radar	2.05786	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3367	-6.65773	4.86681	2.32138	-0.546501	lidar	3.47452	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5027	-6.48396	4.82313	2.29043	-0.557169	radar	3.56698	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5927	-6.36135	4.63942	2.26858	-0.550318	lidar	5.11471	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7321	-6.17753	4.63408	2.238	-0.553734	radar	0.32587	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9211	-5.95749	4.75582	2.21009	-0.554533	lidar	2.85862	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.052	-5.75243	4.77101	2.17799	-0.557683	radar	1.88426	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.183	-5.58368	4.72003	2.15773	-0.549957	lidar	0.242047	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3362	-5.39383	4.77221	2.14606	-0.525787	radar	1.25879	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4841	-5.15825	4.8558	2.11614	-0.529735	lidar	0.640852	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6139	-4.98053	4.84891	2.10876	-0.499509	radar	6.39863	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7243	-4.81533	4.75674	2.09185	-0.491164	lidar	0.537476	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8461	-4.60639	4.78165	2.07211	-0.482266	radar	0.271987	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9613	-4.35238	4.86389	2.03885	-0.491689	lidar	0.494066	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0715	-4.13284	4.81454	2.00078	-0.522403	radar	10.9716	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1676	-3.83476	4.96098	1.95756	-0.539905	lidar	1.75318	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2422	-3.59776	4.91866	1.91145	-0.575419	radar	3.64828	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2723	-3.33286	4.93965	1.86257	-0.594925	lidar	4.3998	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.322	-3.08686	4.92805	1.81875	-0.618005	radar	0.691032	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3457	-2.86195	4.87374	1.78045	-0.625039	lidar	1.58361	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4018	-2.63715	4.85259	1.75576	-0.616611	radar	1.34959	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4733	-2.50946	4.63997	1.74941	-0.593359	lidar	5.529	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5272	-2.27623	4.66509	1.72946	-0.577247	radar	0.954786	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5758	-2.08741	4.5846	1.71011	-0.568202	lidar	0.938378	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6057	-1.8547	4.60255	1.68799	-0.553874	radar	2.039	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6052	-1.59577	4.65601	1.6496	-0.564139	lidar	1.26199	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6029	-1.3725	4.62792	1.60984	-0.583726	radar	1.64867	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6072	-1.14187	4.62619	1.58023	-0.584138	lidar	0.00296707	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6353	-0.923289	4.6064	1.56341	-0.570045	radar	5.06037	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6471	-0.65915	4.68441	1.53916	-0.565727	lidar	0.690083	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6353	-0.415613	4.7108	1.50308	-0.58242	radar	2.31477	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5914	-0.098658	4.88716	1.46381	-0.59152	lidar	2.67547	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5716	0.145028	4.89492	1.43478	-0.594765	radar	2.75932	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5478	0.451965	5.03702	1.40979	-0.589535	lidar	1.31531	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5344	0.692716	5.0068	1.398	-0.562819	radar	1.81892	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.525	0.979357	5.09242	1.3835	-0.549464	lidar	2.63358	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.486	1.24782	5.10944	1.37321	-0.51568	radar	7.15363	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.428	1.47195	5.05479	1.34469	-0.518554	lidar	0.211649	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3897	1.68334	4.96164	1.33038	-0.498995	radar	8.7849	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3343	1.87841	4.86301	1.30477	-0.500169	lidar	0.529027	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2674	2.10798	4.8574	1.27824	-0.503345	radar	0.190608	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2058	2.28578	4.73864	1.25245	-0.504632	lidar	0.803957	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1436	2.50501	4.69831	1.23875	-0.483487	radar	0.980737	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0628	2.75363	4.75732	1.21673	-0.481049	lidar	0.191995	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9701	2.97746	4.79684	1.18123	-0.504801	radar	2.63737	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8646	3.27434	4.96229	1.161	-0.498779	lidar	1.4935	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7817	3.50572	4.96205	1.14281	-0.492037	radar	2.17403	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6771	3.69822	4.8957	1.11431	-0.496331	lidar	0.271008	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5616	3.9038	4.87761	1.08498	-0.502482	radar	1.10881	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4975	4.06916	4.74352	1.0685	-0.495589	lidar	3.7668	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3758	4.26691	4.73353	1.04	-0.500378	radar	0.564383	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2142	4.49668	4.8173	1.00775	-0.506359	lidar	2.07086	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0646	4.68868	4.77752	0.981293	-0.498767	radar	8.91477	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9469	4.88154	4.75525	0.960678	-0.494909	lidar	0.424055	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7917	5.07069	4.75767	0.931029	-0.49847	radar	2.28954	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6204	5.29605	4.85103	0.905957	-0.497336	lidar	0.976857	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4485	5.47946	4.90297	0.867692	-0.519282	radar	0.897285	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2615	5.65409	4.91039	0.832221	-0.528305	lidar	1.21229	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0963	5.81648	4.90837	0.798362	-0.541763	radar	3.24371	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9237	5.9752	4.88169	0.767838	-0.545509	lidar	0.0673146	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7819	6.14827	4.73074	0.764825	-0.502751	radar	4.49064	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6166	6.3021	4.70931	0.739375	-0.503442	lidar	0.0603601	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4704	6.46335	4.63216	0.72805	-0.482734	radar	1.73131	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2358	6.70823	4.8551	0.715963	-0.467038	lidar	4.55439	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0435	6.84381	4.80128	0.687912	-0.467389	radar	5.52827	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8261	7.02411	4.88704	0.666591	-0.463903	lidar	1.00734	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6145	7.16149	4.91452	0.633685	-0.476483	radar	1.44241	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4307	7.30311	4.89133	0.612633	-0.474222	lidar	0.327491	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1978	7.44277	5.02775	0.574135	-0.500371	radar	2.29431	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0155	7.60267	5.02272	0.563174	-0.486866	lidar	2.15114	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8322	7.76878	4.93657	0.564142	-0.449999	radar	5.93531	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6245	7.91021	4.94968	0.545808	-0.445726	lidar	0.0801107	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4372	8.03772	4.881	0.531497	-0.434202	radar	1.73321	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2201	8.06502	4.76555	0.477568	-0.467457	lidar	4.22384	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.034	8.20135	4.63443	0.47816	-0.429871	radar	6.19737	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8553	8.35516	4.65258	0.477938	-0.40884	lidar	3.36414	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6116	8.47214	4.78598	0.451041	-0.421148	radar	4.51846	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3544	8.6211	4.90431	0.440541	-0.408674	lidar	1.53673	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1622	8.73876	4.77527	0.438307	-0.379622	radar	2.06455	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9652	8.83932	4.74522	0.422396	-0.377164	lidar	0.549918	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7744	8.94119	4.62969	0.416016	-0.356376	radar	1.43656	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5524	9.01817	4.62922	0.391583	-0.362839	lidar	0.376187	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3119	9.12532	4.7199	0.375897	-0.362084	radar	4.70649	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.015	9.23315	4.86935	0.357458	-0.359841	lidar	6.21182	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8025	9.31128	4.83924	0.339185	-0.360869	radar	1.62087	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5396	9.4238	4.92959	0.330292	-0.350332	lidar	0.924498	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2706	9.46488	5.05543	0.287027	-0.386415	radar	5.19173	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9643	9.60911	5.23244	0.290116	-0.361329	lidar	3.13377	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7193	9.70248	5.1467	0.288065	-0.33489	radar	3.15329	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4387	9.81509	5.24099	0.284191	-0.32063	lidar	0.858809	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1885	9.89673	5.24494	0.272241	-0.316271	radar	0.439702	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9121	10.0219	5.33474	0.275739	-0.295897	lidar	1.03493	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6546	10.0943	5.32946	0.262164	-0.293752	radar	0.0373061	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4095	10.1951	5.33614	0.260466	-0.281008	lidar	1.30355	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1488	10.2697	5.35925	0.248	-0.280717	radar	0.458562	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9255	10.2813	5.2511	0.216943	-0.298991	lidar	1.06365	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6792	10.3449	5.2041	0.20852	-0.288819	radar	0.302504	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4725	10.3267	5.06445	0.170761	-0.31393	lidar	1.88168	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1642	10.3667	5.2801	0.144655	-0.333473	radar	7.72734	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9043	10.4193	5.28878	0.134043	-0.327301	lidar	0.211303	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6692	10.4457	5.10554	0.125203	-0.307411	radar	6.398	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4357	10.4073	5.02703	0.085058	-0.333535	lidar	2.09922	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1764	10.43	5.03736	0.0699512	-0.330924	radar	0.537973	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8577	10.5872	5.23548	0.105758	-0.274459	lidar	7.96918	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6095	10.6402	5.12491	0.110331	-0.244945	radar	2.16559	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3648	10.6367	5.09066	0.0867246	-0.256966	lidar	0.435545	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1032	10.6606	5.1173	0.0744116	-0.257165	radar	0.230972	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8452	10.7547	5.16125	0.0902644	-0.227524	lidar	4.32269	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5831	10.8024	5.14789	0.0916447	-0.210274	radar	1.56587	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3556	10.766	5.06495	0.0588316	-0.233905	lidar	1.5345	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.106	10.7954	5.01412	0.0571616	-0.218325	radar	0.695625	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8559	10.8618	5.03876	0.0661784	-0.197963	lidar	2.40188	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.58	10.8818	5.08265	0.0588646	-0.194065	radar	2.76572	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3532	10.8958	5.03191	0.048639	-0.195288	lidar	0.669594	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0786	10.8437	5.25015	-0.00176604	-0.258499	radar	8.78904	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7776	10.8217	5.31631	-0.0211369	-0.264021	lidar	2.68134	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5216	10.8198	5.28028	-0.0311152	-0.258934	radar	0.240831	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2911	10.8121	5.2175	-0.0445704	-0.260403	lidar	1.03474	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0539	10.8564	5.01685	-0.0238717	-0.208627	radar	6.56614	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78963	10.9059	5.06146	-0.0127604	-0.186405	lidar	2.28862	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56943	10.8802	4.97872	-0.0304826	-0.19439	radar	3.76052	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30367	10.9098	5.02367	-0.0252997	-0.178924	lidar	0.903847	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.06648	10.8851	4.96336	-0.0388361	-0.180558	radar	2.47278	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79508	10.9203	5.02282	-0.0297927	-0.161819	lidar	1.3182	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.56409	10.8739	4.96385	-0.0521816	-0.175603	radar	6.12572	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.4125	10.7924	4.75531	-0.0912443	-0.208265	lidar	4.02152	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.17032	10.7973	4.7227	-0.0870812	-0.188162	radar	1.6095	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.80784	10.8551	4.99063	-0.0587106	-0.146827	lidar	6.77366	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.55127	10.8522	4.9458	-0.0541353	-0.12603	radar	2.27582	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.26644	10.8447	5.02333	-0.0555536	-0.120233	lidar	0.75628	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.04247	10.8697	4.88009	-0.0373133	-0.0821122	radar	4.05677	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-015
